post_id,u_fem,u_mal,t_fem,t_mal,tags,ff_co,fm_co,mf_co,mm_co,frd_co,latino,non_latino,trigram1,freq_t1,trigram2,freq_t2,trigram3,freq_t3,trigram4,freq_t4,trigram5,freq_t5,neg_avg,pos_avg,neu_avg,ss_comments,fem_ss,mal_ss,lat_ss,nlat_ss
1405630409737397_1539005083066595,12,7,8,1,9,5,0,3,1,2,9,10,would have made,2,a wedding dress,2,how your wedding,1,on this VERY,1,Sandy Pinedo Frank,1,0.005894737,0.163947368,0.777526316,0.5498,0.637383333,0.374633333,0.49306,0.620725
1405630409737397_1538992886401148,13,7,10,8,18,7,5,3,3,0,13,7,blessed I found,1,Abdelaziz I m,1,take the quiz,1,m so blessed,1,Loyo Michael Rodriquez,1,0.0153,0.1454,0.8393,0.431357143,0.587925,0.2226,0.559725,0.2602
1405630409737397_1538967129737057,34,26,3,3,6,1,3,2,0,1,36,24,crema de ajÃ_,5,de ajÃ_ panca,3,shirt ref shop_home_active_21,3,shirt dog shirt,3,durante una hora,3,0.15165,0.102016667,0.746266667,-0.107990698,-0.135745833,-0.072931579,-0.035662963,-0.23004375
1405630409737397_1538951556405281,19,9,9,2,11,6,2,3,0,3,20,8,scary Vicente Fernandez,1,Diana Romero Lus,1,lol Don Francisco,1,Fernandez Ewwww If,1,Diana C Morales,1,0.102642857,0.123107143,0.774285714,0.193484615,0.172666667,0.240325,0.290644444,-0.025125
1405630409737397_1538916666408770,83,34,13,10,23,9,8,4,2,4,75,42,He doe look,3,It s called,3,Don t hate,3,don t crack,3,his skin tone,2,0.036709402,0.171188034,0.783564103,0.32328,0.283611628,0.423617647,0.30664186,0.365364706
1405630409737397_1538882016412235,86,46,11,3,14,9,3,2,0,0,75,57,I don t,7,don t speak,6,with an accent,5,t speak Spanish,5,the U S,4,0.063916667,0.139492424,0.796575758,0.160719355,0.18663,0.113609091,0.111875,0.222668293
1405630409737397_1538839259749844,40,24,18,13,31,10,10,8,3,3,43,21,crazy A la,1,I remember watching,1,because typically woman,1,MontaÃ±o Rfm Diego,1,Damn Somebody should,1,0.11215625,0.0428125,0.845046875,-0.312613043,-0.229715385,-0.42038,-0.119945455,-0.489225
1405630409737397_1538798983087205,29,16,1,4,5,1,2,0,2,0,34,11,crema de ajÃ_,5,hojas de plÃ¡tano,3,no se estudia,3,la crema de,3,de ajÃ_ panca,3,0.093511111,0.071933333,0.834577778,-0.053888889,-0.061433333,-0.0388,-0.177818182,0.140857143
1405630409737397_1538671999766570,113,52,35,13,48,20,11,15,2,9,111,54,Lol this is,2,Lol This is,2,sense of humor,2,stupid This is,2,don t believe,2,0.09389697,0.147121212,0.740806061,0.079263889,0.132787037,-0.081305556,0.100497619,0.049536667
1405630409737397_1538645909769179,46,12,29,11,40,24,7,5,4,6,40,18,I m a,3,m a bitch,2,I wa a,2,I got bad,2,got bad bitch,2,0.14937931,0.036224138,0.814413793,-0.427295,-0.4188,-0.461275,-0.4941,-0.3270875
1405630409737397_1538621079771662,29,26,5,7,12,5,5,0,2,1,40,15,this show I,3,you didn t,2,looking forward to,2,look forward to,2,haven t even,2,0.064781818,0.161690909,0.755327273,0.3078,0.229017647,0.378289474,0.300630769,0.32644
1405630409737397_1538587636441673,115,44,61,40,101,42,31,19,9,24,117,42,haven t won,3,thought you might,2,it is called,2,van a cambiar,1,q cren en,1,0.023515723,0.103654088,0.86654717,0.318791667,0.288775,0.378825,0.359679412,0.219492857
1405630409737397_1538558866444550,107,33,52,31,83,41,23,11,8,12,108,32,been a while,2,I would watch,2,that would be,2,s been a,2,a while since,2,0.025178571,0.127421429,0.840264286,0.317860465,0.332984848,0.26795,0.279306452,0.417458333
1405630409737397_1538546729779097,38,52,10,13,23,5,9,5,4,1,63,27,CARE OF RICHARD,3,shirt special edition,3,RICHARD HATTOX ATTORNEY,3,etsy com listing,3,com listing 256878811,3,0.054933333,0.089977778,0.855077778,0.142134211,0.205091667,0.113076923,0.101744444,0.241272727
1405630409737397_1538517993115304,45,41,18,12,30,14,9,4,3,3,61,25,chapo shirt special,9,com listing 256878811,9,shirt special edition,9,shirt ref shop_home_active_8,9,special edition 701,9,0.073337209,0.083,0.843709302,-0.042788372,-0.11698,0.021726087,-0.007473333,-0.124284615
1405630409737397_1538485219785248,32,23,6,4,10,4,3,2,1,2,39,16,Sepa la bola,5,Sepa la chingada,4,Sepa la madre,3,la bola Chingada,2,Bola Bola Bola,2,0.006109091,0.085945455,0.907945455,0.329164286,0.434771429,0.223557143,0.29156,0.423175
1405630409737397_1538455993121504,53,21,24,12,36,20,8,4,4,15,55,19,lleguemos a la,3,calmas o te,3,a la casa,3,o te calmo,3,de la chingada,2,0.023743243,0.085297297,0.890972973,0.031777778,0.107509091,-0.087228571,0.029742857,0.0389
1405630409737397_1538419786458458,158,64,44,62,106,33,51,11,11,14,142,80,my name is,6,I don t,4,My name is,4,people can t,4,Some of these,3,0.044513514,0.162337838,0.78413964,0.24800098,0.276138235,0.191726471,0.320093939,0.115830556
1405630409737397_1538319853135118,25,16,3,6,9,2,5,1,1,1,27,14,We are mitÃº,5,many people have,3,make a difference,2,We need to,2,lost their life,2,0.121756098,0.123341463,0.730487805,-0.126510345,-0.213171429,-0.045626667,-0.07542,-0.240044444
1405630409737397_1538287843138319,102,38,33,11,44,27,7,6,4,14,80,60,They did this,3,to do it,3,keep having child,2,control the population,2,to have the,2,0.102664286,0.082635714,0.8147,-0.065049296,-0.026034043,-0.141454167,-0.036439474,-0.097993939
1405630409737397_1538256676474769,96,81,44,53,97,30,27,14,26,17,131,46,El compa negro,3,check him out,2,r this guy,1,Moreno Rivas Leo,1,Latino and I,1,0.020011299,0.081824859,0.886864407,0.322877778,0.240965217,0.408513636,0.356513333,0.255606667
1405630409737397_1538231803143923,22,12,7,4,11,6,3,1,1,2,23,11,your body and,2,get naked for,2,Girls get naked,1,a point These,1,cook Dee for,1,0.088852941,0.212470588,0.698588235,0.176207692,0.3086375,-0.03568,0.087425,0.31826
1405630409737397_1538199453147158,122,82,49,46,95,32,35,17,11,29,140,64,Gael Garcia Bernal,8,want to see,7,I want to,6,let s watch,4,to see this,4,0.04347549,0.083421569,0.873098039,0.192988889,0.246705263,0.132952941,0.233227273,0.129757143
1405630409737397_1538184676481969,11,5,2,4,6,2,4,0,0,1,12,4,in circle Don,1,1146435 Wow Cody,1,make a sale,1,the gun when,1,when the attacker,1,0.0956875,0.1836875,0.720625,0.058225,0.01475,0.1017,-0.0804,0.4741
1405630409737397_1538154373151666,153,39,91,42,133,67,38,24,4,25,114,78,I m telling,3,m telling you,3,colita de rana,2,be like I,2,Lok LOL remind,1,0.025557292,0.100364583,0.868875,0.279093333,0.340320408,0.006354545,0.274753125,0.284053571
1405630409737397_1538117653155338,51,41,17,29,46,11,18,6,11,4,69,23,We are mitÃº,2,to message me,1,Que corriente They,1,still can t,1,hater Fuck off,1,0.055521739,0.072543478,0.871923913,0.038214286,0.1684,-0.074613333,-0.036622222,0.17292
1405630409737397_1538068103160293,3,3,2,2,4,1,1,1,1,0,4,2,the life we,1,parent struggle They,1,to give u,1,your parent struggle,1,life we have,1,0.035666667,0.106333333,0.858,0.2621,nan,0.2621,nan,0.2621
1405630409737397_1538038869829883,2,1,0,0,0,0,0,0,0,0,2,1,to see the,1,have always supported,1,thing Nancy What,1,No really tell,1,being denied something,1,0.082666667,0.142666667,0.774666667,0.170166667,0.21815,0.0742,0.21815,0.0742
1405630409737397_1537926886507748,18,9,9,2,11,8,1,1,1,5,24,3,Gutierrez encontrÃ© una,1,ah Walter Sally,1,Noe Favela Andrea,1,lol let just,1,he us That,1,0.017296296,0.034777778,0.910888889,0.156725,0.37385,-0.0604,0.156725,nan
1405630409737397_1537897843177319,11,2,6,1,7,5,1,1,0,1,10,3,cake decorating item,1,up Lol Got,1,and box of,1,ur house lol,1,completely understand this,1,0,0.021461538,0.901615385,0.4753,0.4753,nan,0.4753,nan
1405630409737397_1537868239846946,63,61,3,10,13,3,5,0,5,1,83,41,it s the,5,s the USA,4,blamed for everything,3,become a gang,3,a lot of,3,0.145201613,0.135451613,0.703209677,-0.208076623,-0.192973684,-0.222792308,-0.158463043,-0.281696774
1405630409737397_1537838019849968,145,70,45,22,67,32,17,13,5,10,118,97,in front of,5,I would have,4,she s a,4,I m a,4,my pussy hole,4,0.111516279,0.111204651,0.772618605,-0.0645125,-0.037921739,-0.120111364,-0.131658904,0.013292063
1405630409737397_1537792303187873,83,23,41,21,62,35,15,6,6,12,68,38,I got the,5,get the baby,5,got the baby,4,I didn t,3,didn t get,3,0.035830189,0.097254717,0.857462264,0.250102564,0.306184375,-0.006271429,0.186630769,0.377046154
1405630409737397_1537751279858642,87,40,43,23,66,31,20,12,3,12,92,35,I got the,5,you get the,5,the plastic baby,5,got the baby,5,get the baby,4,0.036519685,0.105204724,0.850393701,0.190258491,0.190138462,0.190592857,0.158366667,0.312027273
1405630409737397_1537707409863029,55,40,24,13,37,11,10,13,3,4,64,31,a shot of,3,and my mom,3,shot of tequila,2,better believe it,2,2 TABLESPOONS OF,2,0.057484211,0.117757895,0.803705263,0.100976087,0.167546154,0.014435,0.14293,0.0223125
1405630409737397_1537673566533080,9,17,2,6,8,1,3,1,3,0,17,9,they actually have,1,un arma Next,1,gun power abuser,1,gangster about him,1,Yes and they,1,0.079384615,0.129884615,0.790730769,0.173738462,0.404433333,-0.024,0.121125,0.25792
1405630409737397_1537639253203178,60,43,10,5,15,7,3,3,2,3,52,51,be ashamed of,6,to be ashamed,4,I wouldn t,3,I don t,3,exactly 12 42,3,0.156805825,0.110339806,0.723135922,-0.128758442,-0.105070455,-0.160342424,-0.137736111,-0.12087561
1405630409737397_1537541729879597,36,13,8,6,14,5,6,3,0,2,28,21,I don t,3,Good for her,2,are you all,2,is no different,2,to say word,2,0.064734694,0.18077551,0.75455102,0.203656667,0.116856522,0.488857143,0.1943,0.21435
1405630409737397_1537515359882234,26,9,8,13,21,6,8,2,5,4,21,14,thought 7 up,1,I honestly thought,1,of our culture,1,thing is from,1,Cailyn Hogg and,1,0.056628571,0.112514286,0.830857143,0.168172727,0.2839375,-0.140533333,0.2959625,-0.1726
1405630409737397_1537481829885587,37,28,14,21,35,11,11,3,10,6,46,19,they used to,3,need their very,1,Duran Go to,1,what are mirreyes,1,America where they,1,0.024123077,0.091261538,0.8846,0.315933333,0.371325,0.242077778,0.2981875,0.37272
1405630409737397_1537443056556131,19,18,1,2,3,1,0,0,2,0,22,15,look like he,5,the Republican party,2,politico com story,2,in the as,2,We are mitÃº,2,0.158972973,0.114837838,0.645054054,-0.130476,-0.2073,-0.059561538,-0.206330769,-0.0483
1405630409737397_1537409209892849,158,68,84,28,112,58,19,26,9,34,143,83,I love her,3,she s good,3,is me at,2,Love that song,2,that song she,2,0.023774336,0.191327434,0.771623894,0.479573684,0.515227536,0.384953846,0.505071667,0.435862857
1405630409737397_1537391096561327,3,0,0,0,0,0,0,0,0,0,3,0,from the word,1,their people either,1,isn t Latino,1,these country and,1,we recognize a,1,0.006666667,0.111,0.882333333,0.7574,0.7574,nan,0.7574,nan
1405630409737397_1537348189898951,22,18,7,7,14,4,4,3,3,1,27,13,Jaime Hernandez wow,2,t do the,2,u can t,2,Hernandez wow lol,2,special kind of,2,0.112725,0.15635,0.6809,0.0834,-0.09401,0.231241667,0.005846667,0.249585714
1405630409737397_1537309563236147,32,16,15,6,21,8,5,7,1,1,32,16,I have twin,3,they fight over,2,bdays on different,2,fight over everything,2,They will fight,2,0.054895833,0.177208333,0.747083333,0.251877778,0.238957895,0.2825625,0.3198,0.153081818
1405630409737397_1537279513239152,164,65,88,63,151,68,47,20,16,36,158,71,here it is,2,green card ju,2,your green card,2,you got your,2,Ever since you,2,0.016855895,0.129956332,0.844454148,0.400265152,0.45244,0.319996154,0.447355814,0.312226087
1405630409737397_1537240686576368,3,4,1,0,1,0,0,1,0,0,6,1,all true Haha,1,t all that,1,we are bad,1,sometimes Wuz up,1,here country song,1,0.062714286,0.272142857,0.665285714,0.424816667,0.4233,0.425575,0.46294,0.2342
1405630409737397_1537161649917605,21,10,4,9,13,4,7,0,2,1,16,15,senos no hay,2,Sin senos no,2,no hay paraiso,2,Figueroa omg hahah,1,Gato Cruz Tiffany,1,0.131258065,0.122935484,0.681290323,-0.063566667,0.0144875,-0.219675,0.33108,-0.345457143
1405630409737397_1537138259919944,19,5,10,5,15,8,4,2,1,4,16,8,Salcido Lollll Alyssa,1,really be appreciated,1,stupid shit it,1,who ha been,1,Bachner Natalie Nava,1,0.01825,0.110708333,0.871083333,0.382233333,0.30904,0.7482,0.244625,0.65745
1405630409737397_1537112886589148,26,16,3,1,4,2,1,1,0,0,25,17,proud of my,3,I m proud,3,m proud of,2,and I m,2,in all shade,2,0.040333333,0.152880952,0.806761905,0.2717875,0.23318,0.336133333,0.286635714,0.251
1405630409737397_1537086129925157,7,7,0,0,0,0,0,0,0,0,5,9,I m pretty,2,m pretty sure,2,go back to,2,I ever got,1,our next president,1,0.105571429,0.170357143,0.723928571,-0.01475,0.188,-0.2175,-0.05005,0.008783333
1405630409737397_1537059599927810,21,14,3,4,7,2,4,1,0,0,23,12,s trying to,2,they have to,2,she s trying,2,like her personality,2,and Fallon After,1,0.0632,0.161714286,0.775114286,0.240311765,0.293854545,0.14215,0.357736364,0.025033333
1405630409737397_1537046063262497,78,30,8,1,9,7,1,1,0,1,74,34,Nice voice but,8,for her money,6,Adele a run,6,run for her,6,a run for,6,0.09312037,0.15137963,0.737027778,0.229063889,0.190201923,0.330105,0.205344231,0.290735
1405630409737397_1537012399932530,3,0,0,1,1,0,1,0,0,0,3,0,shouldve stay 100,1,100 faithful to,1,s pretty he,1,She s pretty,1,pretty he shouldve,1,0,0.362666667,0.637333333,0.46715,0.46715,nan,0.46715,nan
1405630409737397_1536974256603011,2,0,0,0,0,0,0,0,0,0,2,0,the name of,2,else in South,1,on HBO but,1,you don t,1,bit crude if,1,0.159,0.165,0.676,0.2275,0.2275,nan,0.2275,nan
1405630409737397_1536935679940202,49,32,22,8,30,14,5,8,3,6,53,28,need to get,2,who doe this,2,Cortez Weg Omg,1,What a shame,1,Funny Vin He,1,0.069407407,0.172728395,0.733185185,0.21072439,0.305164,0.0631625,0.127457143,0.390069231
1405630409737397_1536907386609698,78,25,43,16,59,33,13,10,3,13,76,27,got William Levy,5,I got William,4,meant to be,4,I don t,3,people who are,2,0.021203883,0.069980583,0.908805825,0.291704,0.340738889,0.165614286,0.1696125,0.508755556
1405630409737397_1536793813287722,5,6,2,0,2,1,0,1,0,0,6,5,guy s you,1,el monstruo comegalletas,1,you all are,1,who the f,1,Joshua Kouga I,1,0.130818182,0.075090909,0.703181818,-0.210225,0.1784,-0.59885,-0.4967,0.07625
1405630409737397_1536744579959312,7,7,5,0,5,2,0,3,0,1,6,8,I didn t,2,fade that shit,1,a dumb as,1,fast so unexpectedly,1,dumb as Her,1,0.114142857,0.095142857,0.719285714,-0.222128571,-0.351775,-0.049266667,-0.5127,-0.0042
1405630409737397_1536709129962857,16,7,8,4,12,5,3,3,1,4,14,9,didn t understand,2,our parent have,1,yeah cause we,1,embarrased about their,1,it made the,1,0.02426087,0.10573913,0.869956522,0.269044444,0.3622625,-0.4767,0.03886,0.556775
1405630409737397_1536697996630637,28,19,9,1,10,6,1,3,0,0,31,16,Lou Diamond Phillips,2,Gina Rodriguez 2,2,Diamond Phillips is,2,1 Gina Rodriguez,2,is not Latino,2,0.082382979,0.120170213,0.797446809,0.216416667,0.324678947,0.029418182,0.11565,0.41795
1405630409737397_1536674016633035,36,14,23,9,32,19,4,4,5,6,40,10,I got momma,2,Jeannette Beaston Jazmina,1,Fabiola Salas S,1,t see that,1,Adrianna Lopez Gilbert,1,0.01556,0.0763,0.90814,0.396227273,0.375511111,0.48945,0.3573875,0.4998
1405630409737397_1536660629967707,6,18,1,0,1,0,0,1,0,0,17,7,head ha known,1,He ha turned,1,your a you,1,saturday deportation 20160102,1,president WORRY about,1,0.08175,0.037208333,0.797708333,-0.46134,-0.80125,-0.3763625,-0.33585,-0.649575
1405630409737397_1536628319970938,38,24,2,6,8,2,5,0,1,0,29,33,watch v h3T_AOGg89M,4,com watch v,4,youtube com watch,4,don t understand,3,the fact that,2,0.096709677,0.12083871,0.782467742,-0.005837838,0.13066087,-0.230085714,0.096816667,-0.103089474
1405630409737397_1536594753307628,20,11,10,4,14,8,1,2,3,1,18,13,Si una vez,2,R I P,2,AMEN AMEN AMEN,2,Juliana Cabrera Lorena,1,Such heartbreaking classic,1,0.051290323,0.072903226,0.875806452,0.084709091,-0.030957143,0.287125,0.218175,-0.2712
1405630409737397_1536562663310837,31,10,9,6,15,9,4,0,2,8,25,16,mom would go,2,would go to,2,Gonzalez Cassi Chavez,1,something about it,1,ect What about,1,0.024829268,0.124317073,0.802097561,0.299126667,0.295266667,0.314566667,0.454775,0.121242857
1405630409737397_1536534156647021,8,7,0,2,2,0,1,0,1,0,8,7,people in the,2,Good for her,2,the beginning There,1,not about being,1,a well Good,1,0.0418,0.2048,0.7534,0.58226,0.78224,0.38228,0.3307,0.749966667
1405630409737397_1536436413323462,20,19,3,0,3,2,0,1,0,1,20,19,I m not,3,isn t a,2,it all off,2,be brave and,2,your clothes on,2,0.077897436,0.167230769,0.754769231,0.266786207,0.3165875,0.205492308,0.23498,0.300864286
1405630409737397_1536410753326028,24,9,6,2,8,4,1,2,1,0,15,18,I remember her,2,is all you,2,all you know,2,I commend her,2,a friend it,1,0.088909091,0.189818182,0.72130303,0.283686364,0.21748125,0.460233333,-0.01607,0.533483333
1405630409737397_1536383789995391,11,8,2,2,4,1,1,1,1,0,7,12,still a wall,2,a wall and,2,Yes it is,1,com texas 2015,1,something about it,1,0.078789474,0.123842105,0.797421053,0.172241667,-0.003285714,0.41798,0.03766,0.268371429
1405630409737397_1536351053331998,125,41,68,49,117,53,36,15,13,17,114,52,to my burrito,4,the tapatio to,3,tapatio to my,3,you re the,2,more like a,2,0.017698795,0.136138554,0.846156627,0.427301695,0.485782609,0.220369231,0.436635714,0.404241176
1405630409737397_1536325513334552,68,18,34,11,45,26,8,8,3,31,61,25,Jacky Delgado hahaha,1,Elsa Hernandez Bettina,1,Stefy Krisia quien,1,Angelica Cindy Hogla,1,Barbara Ramirez LOL,1,0.005837209,0.079662791,0.9145,0.417778947,0.469355556,-0.5106,0.51125,-0.080733333
1405630409737397_1536307886669648,34,23,13,18,31,7,13,6,5,3,31,26,the Spanish Inquisition,3,from the Spanish,2,we do exist,2,OMG Jewish Latina,1,v I2osaLrWrCg This,1,0.018421053,0.056473684,0.890017544,0.164728571,0.15916,0.17865,0.254475,0.12883
1405630409737397_1536279576672479,14,9,1,2,3,1,2,0,0,1,17,6,clear all the,1,Siente dia Para,1,brain clear headache,1,duda eso de,1,Also having bacon,1,0.071565217,0.095,0.79,0.199708333,0.109533333,0.289883333,0.150675,0.297775
1405630409737397_1536243606676076,24,15,13,10,23,8,9,5,1,2,27,12,Sofia Vilar Brun,2,you re apart,1,no te emputes,1,co worker and,1,this You like,1,0.024564103,0.176128205,0.799333333,0.3437375,0.26913,0.468083333,0.414725,0.130775
1405630409737397_1536198493347254,15,14,9,4,13,6,0,3,4,3,21,8,your heart Love,1,ha been for,1,Kaye Benally Danielle,1,love her music,1,Torres You guy,1,0.012068966,0.178137931,0.775344828,0.54736,0.36796,0.72676,0.71795,0.291475
1405630409737397_1536160303351073,212,152,87,138,225,53,90,34,48,36,255,109,check them out,3,do you think,3,http youtu be,3,this made me,2,to see them,2,0.025076923,0.104739011,0.864695055,0.38098,0.414440351,0.330789474,0.412944776,0.304492857
1405630409737397_1536067346693702,24,10,12,10,22,9,6,3,4,2,25,9,Gato Volador lol,1,trending ha ha,1,fAO7yYAcIvo Carla Esparza,1,Za Za by,1,crazy down lol,1,0.023117647,0.123117647,0.794911765,0.307091667,0.24225,0.436775,0.381175,0.158925
1405630409737397_1536042456696191,67,29,45,7,52,32,6,13,1,18,60,36,555555555555555 555555555555555 555555555555555,8,Que pase el,4,pase el desgraciado,3,your wish will,2,555555555555555 Count down,1,0.018322917,0.09671875,0.884958333,0.347814815,0.462527778,0.118388889,0.35306875,0.340172727
1405630409737397_1536016430032127,17,19,6,4,10,2,4,4,0,0,27,9,on the roof,4,since it being,2,to the roof,2,it being a,2,a dog on,2,0.096972222,0.073333333,0.829722222,0.031784211,0.009427273,0.062525,0.042458333,0.013485714
1405630409737397_1535988760034894,12,3,2,1,3,2,1,0,0,2,8,7,Flor de CaÃ±a,3,vodka le sugar,1,s name have,1,poor Abraham Lucatero,1,a reason he,1,0.196533333,0.118733333,0.684733333,-0.040766667,-0.0362125,-0.0772,-0.007475,-0.0674
1405630409737397_1535960123371091,39,24,28,9,37,17,6,11,3,11,44,19,Tere Phimphila Veronica,1,Phimphila Veronica Vega,1,George Carrera Jr,1,Ana Mejicano don,1,Dhyana and green,1,0.048984127,0.099460317,0.851555556,0.084352632,0.115933333,0.030214286,-0.070408333,0.349657143
1405630409737397_1535947786705658,17,5,3,4,7,3,2,0,2,0,12,10,and so wrong,1,Garcia Noriega Stephanie,1,lol oh dear,1,Ruiz Roberto Toriz,1,inappropriate They look,1,0.176909091,0.130136364,0.647454545,-0.08105,-0.003883333,-0.54405,-0.211833333,0.0170375
1405630409737397_1535916923375411,25,17,13,8,21,8,3,5,5,3,26,16,looked like at,1,Lake Johnny Frias,1,old town called,1,Temple Wow This,1,nativos de ahÃ_,1,0.058619048,0.039619048,0.901761905,-0.0681,-0.0544,-0.0818,-0.03934,-0.09686
1405630409737397_1535885476711889,43,18,10,5,15,7,1,3,4,4,37,24,of the list,2,be on the,2,this is not,2,on the list,2,please and thanks,1,0.056688525,0.096344262,0.847016393,0.211833333,0.208384211,0.22494,0.111147059,0.456357143
1405630409737397_1535853040048466,173,43,83,41,124,65,36,18,5,75,161,55,need to play,7,we should play,6,we need to,5,should play this,4,way to play,4,0.018097222,0.109143519,0.86812963,0.389794595,0.36265,0.474244444,0.352174074,0.49137
1405630409737397_1535821576718279,12,11,1,0,1,1,0,0,0,0,16,7,I can t,2,I ve always,2,breakfast burrito I,1,unless they have,1,wrap what they,1,0.027043478,0.210913043,0.718521739,0.400892857,0.52125,0.240416667,0.424855556,0.35776
1405630409737397_1535703836730053,7,2,3,0,3,2,0,1,0,0,5,4,you are a,1,I m glad,1,there s compassionate,1,t play that,1,you don t,1,0.039777778,0.180777778,0.779444444,0.36374,0.3493,0.4215,0.342166667,0.3961
1405630409737397_1535662436734193,5,4,0,0,0,0,0,0,0,0,7,2,worthy I don,1,white or black,1,they are Latino,1,more of this,1,Latino Chinese white,1,0.091555556,0.017333333,0.668888889,-0.61385,-0.3875,-0.8402,-0.3875,-0.8402
1405630409737397_1535632150070555,106,24,77,19,96,60,17,17,2,20,93,37,m the bos,3,I m the,2,I am the,2,Karla Torres Morales,1,Please love your,1,0.025469231,0.129007692,0.845530769,0.359353333,0.347405263,0.424214286,0.345023333,0.388013333
1405630409737397_1535604713406632,6,5,0,0,0,0,0,0,0,0,9,2,and not scared,2,I mean that,1,and dancer yes,1,who you choose,1,actress and think,1,0.072272727,0.05,0.877727273,-0.1293,-0.12335,-0.1531,-0.142325,-0.0772
1405630409737397_1535570263410077,4,1,0,0,0,0,0,0,0,0,4,1,wanna use If,1,latino or white,1,white or black,1,whatever color name,1,whatsapp sin tener,1,0.0734,0.0494,0.8774,-0.128966667,-0.1421,-0.1027,-0.128966667,nan
1405630409737397_1535553783411725,40,7,23,6,29,18,5,5,1,14,36,11,Ortiz Laurie Resendiz,1,Sandra reminded me,1,Daniela Ojeda Rosa,1,yo Estefania Tee,1,Garcia Melissa Canela,1,0.009042553,0.069510638,0.921446809,0.318471429,0.318471429,nan,0.304566667,0.4019
1405630409737397_1535517540082016,70,18,26,9,35,22,7,4,2,4,46,42,The Moors introduced,3,of Spain s,2,the 15th century,2,to read this,2,in Moorish Spain,2,0.030443182,0.150625,0.818897727,0.3723975,0.341206061,0.519442857,0.225172727,0.552338889
1405630409737397_1535429246757512,10,3,2,1,3,2,1,0,0,0,10,3,Well I do,1,human and should,1,are traveler and,1,and Heavy Metal,1,don t try,1,0.016076923,0.223846154,0.760076923,0.487685714,0.41232,0.6761,0.41232,0.6761
1405630409737397_1535390656761371,22,5,11,8,19,9,7,2,1,0,16,11,you need you,2,to be attracted,2,If it s,2,re going to,2,going to be,2,0.103703704,0.062074074,0.834222222,0.04813,0.118455556,-0.5848,-0.261575,0.2546
1405630409737397_1535262480107522,35,16,7,8,15,7,4,0,4,1,30,21,where I live,2,don t even,2,I don t,2,a need for,2,I m bilingual,2,0.035529412,0.117137255,0.847352941,0.247352174,0.230070588,0.296316667,0.1460625,0.478871429
1405630409737397_1535227336777703,45,14,15,4,19,13,1,2,3,8,40,19,Makes me proud,2,proud of being,2,Eva Garcia be,1,a they come,1,Valdez de Carrizales,1,0.003694915,0.258050847,0.704355932,0.566882143,0.541447619,0.643185714,0.52498,0.615230769
1405630409737397_1535186550115115,92,33,56,20,76,44,13,12,7,27,93,32,I got Roberta,6,I got Mia,2,which one are,2,one are you,2,got Roberta lol,2,0.03944,0.066384,0.894184,0.2133,0.205994118,0.2271,0.146842105,0.393685714
1405630409737397_1535149513452152,96,70,43,49,92,28,35,15,14,22,108,58,take this test,4,I got Paco,2,take the quiz,2,from Stand and,2,Santana from American,2,0.033325301,0.08463253,0.876012048,0.147524444,0.177188,0.110445,0.162041935,0.115378571
1405630409737397_1535107986789638,3,2,2,0,2,1,0,1,0,1,4,1,the one you,1,oooo the book,1,are way better,1,movie than the,1,Liza Saron oooo,1,0,0.0418,0.9582,0.4404,0.4404,nan,0.4404,nan
1405630409737397_1535087763458327,7,8,1,0,1,1,0,0,0,0,10,5,derives from Latin,2,from all of,2,you from all,2,all of u,2,Aman to you,2,0.011733333,0.071533333,0.916733333,0.169057143,0.105066667,0.21705,-0.078533333,0.35475
1405630409737397_1535034413463662,22,8,8,5,13,7,2,1,3,2,23,7,Que lo muerda,2,spot on My,1,9 but the,1,in the cake,1,is spot on,1,0.045433333,0.140833333,0.780366667,0.322542857,0.28888,0.4067,0.300755556,0.36176
1405630409737397_1534987083468395,55,34,37,26,63,27,17,10,9,11,57,32,be el tio,2,at the beginning,1,just died of,1,Chelsea Alvarez Ramirez,1,Segovia Marena Hernandez,1,0.008910112,0.073696629,0.917393258,0.356042857,0.384971429,0.327114286,0.194683333,0.4770625
1405630409737397_1534942233472880,15,3,9,3,12,9,1,0,2,0,12,6,reminded me of,2,me of you,2,nation Alexandra Higareda,1,right away porque,1,house Claire Greene,1,0.032833333,0,0.967166667,-0.397933333,-0.4378,-0.3182,-0.397933333,nan
1405630409737397_1534904783476625,26,15,11,13,24,5,8,6,5,2,25,16,In the end,1,and people And,1,And giving the,1,what happens to,1,Esmeralda Gutierrez Ashley,1,0.08702439,0.077414634,0.835536585,0.00600625,0.212275,-0.6128,0.0483,-0.048371429
1405630409737397_1534807910152979,83,42,49,31,80,35,21,14,10,20,93,32,Edwin Sanchez Bello,2,bruja del 71,2,Andrew Anthony Arce,2,la bruja del,2,Gonzalez Chico Sanchez,1,0.016392,0.0578,0.925808,0.232544444,0.338466667,0.0207,0.2171125,0.356
1405630409737397_1534779246822512,1,2,1,0,1,0,0,1,0,0,2,1,about Good little,1,de whatsapp la,1,whatsapp sin tener,1,Good little article,1,hackear un whatsapp,1,0.045,0.104333333,0.850666667,-0.0324,-0.5574,0.4926,-0.5574,0.4926
1405630409737397_1534732873493816,133,76,21,11,32,17,7,4,4,3,166,43,Rubi Rubi Rubi,18,Rubi of course,5,all the way,4,need to watch,3,Rubi all the,3,0.023698565,0.063263158,0.913038278,0.283851282,0.320186364,0.236829412,0.299393548,0.223625
