"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","feed_likes","love","wow","haha","sad","angry","post_source_type","from_name","total_interactions","interaction_rate","ctr","views_rate","viral_fan_rate","share_rate","total_reactions","feed_likes_rate","love_rate","wow_rate","haha_rate","sad_rate","angry_rate","viral_rate","fan_rate","post_image","image_text_py","reposted","original","repost","repost_order","times_repost","days_bet_repost","average_share_rate","average_interaction_rate","average_post_reach","average_viral_fan_rate"
"150424302108405_194608734356628","https://www.facebook.com/150424302108405_194608734356628","photo","Being a real super hero.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/194608734356628/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16997695_194608734356628_3807346918009960444_n.jpg?oh=9b642f6630da0e9a262ff6af7d5001f0&oe=5A02BD5E",2017-02-24 14:00:00,2017-02-24,"14:00",9254,1064,85352,62436,1011,54568,16,140,124,57,1288,133,41,1148,9,0,1321,0,427,3,1478,1478,1386,1748,2719,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2,0,49,0,0,"native","Bad Hombres",1478,0.0236722403741431,0,0,53.9742828882295,0.0899864682002706,133,0.6165,0.015,0,0.3684,0,0,0.981809676316594,0.0181903236834056,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16997695_194608734356628_3807346918009960444_n.jpg?oh=9b642f6630da0e9a262ff6af7d5001f0&oe=5A02BD5E ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","ex: I miss u
me:
No pos que chido",0,1,0,NA,NA,NA,0.0899864682002706,0.0236722403741431,62436,53.9742828882295
"150424302108405_199993570484811","https://www.facebook.com/150424302108405_199993570484811","photo","My family recycled before it was 'in'.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/199993570484811/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17191180_199993570484811_3856096582040038568_n.jpg?oh=f9a861835c00f221ce59904265bd1048&oe=59EE877F",2017-03-07 14:00:00,2017-03-07,"14:00",13376,303,54959,37850,1567,35984,17,198,93,64,574,98,47,376,5,2,840,0,320,0,736,736,653,1162,1599,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,6,0,63,0,0,"native","Bad Hombres",736,0.019445178335535,5.28401585204756e-05,0,22.9636247606892,0.133152173913043,188,0.633,0.0319,0,0.3351,0,0,0.958270086016351,0.0417299139836489,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17191180_199993570484811_3856096582040038568_n.jpg?oh=f9a861835c00f221ce59904265bd1048&oe=59EE877F ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","from mole container to
fancy glassware",0,1,0,NA,NA,NA,0.133152173913043,0.019445178335535,37850,22.9636247606892
"150424302108405_238446583306176","https://www.facebook.com/150424302108405_238446583306176","photo","That's some next level ish.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/238446583306176/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18425164_238446583306176_4931883678815271043_n.jpg?oh=9d520d8872fe44f7a4ba90c2961f46f0&oe=59F93331",2017-05-15 09:00:00,2017-05-15,"9:00",115887,801,96331,65064,13327,51511,93,444,199,291,957,206,198,513,7,7,1370,0,847,6,1454,1454,1220,2224,2730,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,1,2,177,0,0,"native","Bad Hombres",1454,0.022347227345383,0.00010758637649084,0,3.86516095145194,0.141678129298487,373,0.5174,0.0027,0.0054,0.4745,0,0,0.794456954255221,0.205543045744779,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18425164_238446583306176_4931883678815271043_n.jpg?oh=9d520d8872fe44f7a4ba90c2961f46f0&oe=59F93331 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","hack to avoid your primo
cheating in video games",0,1,0,NA,NA,NA,0.141678129298487,0.022347227345383,65064,3.86516095145194
"150424302108405_255106328306868","https://www.facebook.com/150424302108405_255106328306868","photo","No competition.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/255106328306868/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19146019_255106328306868_1799506764935459007_n.jpg?oh=53b097c66e15fc068c3bee52aa8a2c82&oe=59EE24A2",2017-06-16 13:00:00,2017-06-16,"13:00",149019,507,660357,420210,20389,376536,117,743,906,1071,6970,978,954,6227,72,132,5029,0,5452,43,9019,9019,8173,10613,14385,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,50,2,154,0,0,"native","Bad Hombres",9019,0.0214630779848171,0.000314128649960734,0,18.4676050811712,0.108437742543519,716,0.7123,0.0698,0.0028,0.2151,0,0,0.948632613214083,0.0513673867859167,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19146019_255106328306868_1799506764935459007_n.jpg?oh=53b097c66e15fc068c3bee52aa8a2c82&oe=59EE24A2 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","her ex vs me",0,1,0,NA,NA,NA,0.108437742543519,0.0214630779848171,420210,18.4676050811712
"150424302108405_201699366980898","https://www.facebook.com/150424302108405_201699366980898","photo","When you're about to get interrogated...","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/201699366980898/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17201086_201699366980898_6668318744755332430_n.jpg?oh=1cd15ce38e5c8042d25cc936452ba553&oe=5A30D444",2017-03-12 14:00:00,2017-03-12,"14:00",16050,1648,40450,30121,1862,22048,4,115,32,7,186,32,3,71,0,4,720,0,142,2,225,225,207,866,940,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,2,1,38,1,0,"native","Bad Hombres",225,0.00746987151820989,0.000132797715879287,0,11.8410311493018,0.142222222222222,109,0.6147,0.0183,0.0092,0.3486,0.0092,0,0.922124634044333,0.0778753659556671,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17201086_201699366980898_6668318744755332430_n.jpg?oh=1cd15ce38e5c8042d25cc936452ba553&oe=5A30D444 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","her: why do you have a passcode
on your phone?
me:",0,1,0,NA,NA,NA,0.142222222222222,0.00746987151820989,30121,11.8410311493018
"150424302108405_205580429926125","https://www.facebook.com/150424302108405_205580429926125","photo","Never ask me that.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/205580429926125/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17361913_205580429926125_3449616622632402310_n.jpg?oh=fb90a6f39e9dd23cca8f2e28b2a392ba&oe=59F5CCC0",2017-03-20 11:00:00,2017-03-20,"11:00",39987,1668,23041,16920,1714,15004,21,152,66,48,297,68,27,145,2,4,1148,0,134,1,413,413,381,1286,1260,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,6,0,47,0,0,"native","Bad Hombres",413,0.0244089834515366,0.000236406619385343,0,8.75379229871645,0.164648910411622,138,0.6159,0.0435,0,0.3406,0,0,0.897475774614188,0.102524225385812,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17361913_205580429926125_3449616622632402310_n.jpg?oh=fb90a6f39e9dd23cca8f2e28b2a392ba&oe=59F5CCC0 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","how many pupusas did you
eat?
I don't know I wasn't counting",0,1,0,NA,NA,NA,0.164648910411622,0.0244089834515366,16920,8.75379229871645
"150424302108405_180273212456847","https://www.facebook.com/150424302108405_180273212456847","photo","""He'll be feeling the burn.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/180273212456847/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16427409_180273212456847_4969688897846673420_n.jpg?oh=de0622e5dd0aee60b0127e39c9648a6f&oe=59F174CB",2017-02-04 14:00:00,2017-02-04,"14:00",138,0,3209,2101,88,1985,8,81,44,17,144,47,9,63,3,0,430,0,14,0,208,208,183,444,547,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,25,0,0,"native","Bad Hombres",208,0.0990004759638267,0,0,22.5568181818182,0.225961538461538,70,0.6429,0,0,0.3571,0,0,0.957549445248432,0.0424505547515678,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16427409_180273212456847_4969688897846673420_n.jpg?oh=de0622e5dd0aee60b0127e39c9648a6f&oe=59F174CB ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","how to be flexible:
YOGA TEQUILA",0,1,0,NA,NA,NA,0.225961538461538,0.0990004759638267,2101,22.5568181818182
"150424302108405_188768934940608","https://www.facebook.com/150424302108405_188768934940608","photo","""Give me one of each.""","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/188768934940608/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16711834_188768934940608_2692589719247178932_n.jpg?oh=bb4034cad037f39a3ef1445b319a55f6&oe=59EFF91F",2017-02-16 14:00:00,2017-02-16,"14:00",2610,2316,99091,70633,542,70204,15,182,104,135,835,112,120,653,8,2,2657,0,1215,3,1082,1082,996,3874,3612,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,20,1,5,0,0,"native","Bad Hombres",1082,0.0153186187759263,2.83153766652981e-05,0,129.527675276753,0.103512014787431,169,0.8462,0.1183,0.0059,0.0296,0,0,0.992338789472196,0.00766121052780369,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16711834_188768934940608_2692589719247178932_n.jpg?oh=bb4034cad037f39a3ef1445b319a55f6&oe=59EFF91F ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","how to make me happy in the
morning:",0,1,0,NA,NA,NA,0.103512014787431,0.0153186187759263,70633,129.527675276753
"150424302108405_237947886689379","https://www.facebook.com/150424302108405_237947886689379","photo","Based on actual events.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/237947886689379/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18342487_237947886689379_6682891083034348645_n.jpg?oh=085ad70f79de1f5daa31aef1faad2d91&oe=59FBE919",2017-05-12 08:00:00,2017-05-12,"8:00",113566,1268,295117,200427,7675,197894,28,128,197,162,1660,208,134,1532,11,223,1979,0,1231,20,2030,2030,1865,3433,4365,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0,0,51,0,0,"native","Bad Hombres",2030,0.0101283759174163,0.00111262454659302,0,25.7842345276873,0.102463054187192,92,0.4457,0,0,0.5543,0,0,0.962664604098867,0.037335395901133,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18342487_237947886689379_6682891083034348645_n.jpg?oh=085ad70f79de1f5daa31aef1faad2d91&oe=59FBE919 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","if a horror movie was based on
your life
THE
SHINING
LE VOY A DECIR A
TU PAPÁ",0,1,0,NA,NA,NA,0.102463054187192,0.0101283759174163,200427,25.7842345276873
"150424302108405_209692646181570","https://www.facebook.com/150424302108405_209692646181570","photo","Pain for pleasure.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/209692646181570/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17457673_209692646181570_8364284384258944623_n.jpg?oh=baf558daae9910cf7815de1661e441d1&oe=59EDF288",2017-03-25 11:00:00,2017-03-25,"11:00",46325,349,73416,53387,3996,49427,22,221,108,57,571,116,35,350,8,2,1699,0,346,2,744,744,645,2047,2294,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,6,1,108,0,0,"native","Bad Hombres",744,0.013935976923221,3.74623035570457e-05,0,12.3691191191191,0.155913978494624,206,0.4417,0.0291,0.0049,0.5243,0,0,0.925200756228591,0.0747992437714093,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17457673_209692646181570_8364284384258944623_n.jpg?oh=baf558daae9910cf7815de1661e441d1&oe=59EDF288 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","if fifty shades was created
by latinos",0,1,0,NA,NA,NA,0.155913978494624,0.013935976923221,53387,12.3691191191191
"150424302108405_212064962611005","https://www.facebook.com/150424302108405_212064962611005","photo","Upcoming video game for summer lol.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/212064962611005/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17626373_212064962611005_1520961464347670148_n.jpg?oh=d0f316704fcb1f49bc846cacb9bd65b6&oe=5A37E267",2017-03-28 11:00:00,2017-03-28,"11:00",46841,126,31773,20922,1825,19437,7,86,31,17,164,32,10,78,1,2,911,0,111,4,213,213,184,1024,1049,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,2,26,0,0,"native","Bad Hombres",213,0.0101806710639518,9.55931555300641e-05,0,10.6504109589041,0.150234741784038,79,0.6456,0,0.0253,0.3291,0,0,0.914166117956918,0.0858338820430816,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17626373_212064962611005_1520961464347670148_n.jpg?oh=d0f316704fcb1f49bc846cacb9bd65b6&oe=5A37E267 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","if mario bros. had been created
by mexicans",0,1,0,NA,NA,NA,0.150234741784038,0.0101806710639518,20922,10.6504109589041
"150424302108405_213177325833102","https://www.facebook.com/150424302108405_213177325833102","photo","Pos NiEntiendo :joy: .","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/213177325833102/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17626660_213177325833102_491092522999843402_n.jpg?oh=31a7cefae0e90c683285ee2810f255a4&oe=5A38C111",2017-04-01 11:00:00,2017-04-01,"11:00",52194,1020,3680757,2340927,17316,2333979,649,1610,14756,5415,68987,14984,4766,67377,228,160,31903,0,35693,64,89386,89386,78483,67756,116527,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,26,0,542,1,0,"native","Bad Hombres",89386,0.0381840185533338,6.83489916601415e-05,0,134.787422037422,0.167632515158973,1580,0.6399,0.0165,0,0.343,6e-04,0,0.992635547645021,0.00736445235497885,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17626660_213177325833102_491092522999843402_n.jpg?oh=31a7cefae0e90c683285ee2810f255a4&oe=5A38C111 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","latina moms be like
NlNTENDO
NINTENDO
NINTENDO
Nintendo
NINTENDO",0,1,0,NA,NA,NA,0.167632515158973,0.0381840185533338,2340927,134.787422037422
"150424302108405_209651532852348","https://www.facebook.com/150424302108405_209651532852348","photo","Somehow, there is always room for one more...even when there isn't.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/209651532852348/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17425068_209651532852348_269674800042003217_n.jpg?oh=d01add261f9f347bc1911af5b2a73c1c&oe=5A04CBDF",2017-03-23 17:00:00,2017-03-23,"17:00",44800,3078,34118,22983,1737,21388,17,153,79,60,401,82,43,248,3,4,832,0,173,1,543,543,459,1009,1231,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,7,0,33,0,1,"native","Bad Hombres",543,0.0236261584649524,0.000174041682983074,0,12.3131836499712,0.151012891344383,128,0.6797,0.0547,0,0.2578,0,0.0078,0.924886486486487,0.0751135135135135,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17425068_209651532852348_269674800042003217_n.jpg?oh=d01add261f9f347bc1911af5b2a73c1c&oe=5A04CBDF ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","latinos be like:
""there's still room for one more.""",0,1,0,NA,NA,NA,0.151012891344383,0.0236261584649524,22983,12.3131836499712
"150424302108405_243764899441011","https://www.facebook.com/150424302108405_243764899441011","photo","Me sealing the deal.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/243764899441011/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18620410_243764899441011_7504878739467195172_n.jpg?oh=459295c63ec27ea17b206df048d4baa5&oe=5A053A16",2017-05-25 09:00:00,2017-05-25,"9:00",128474,3104,78697,58777,10434,45044,22,303,144,125,779,154,103,476,10,1,923,0,648,8,1058,1058,917,1572,1887,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,14,0,80,0,0,"native","Bad Hombres",1058,0.018000238188407,1.70134576449972e-05,0,4.31704044470002,0.145557655954631,241,0.61,0.0581,0,0.332,0,0,0.811925447925304,0.188074552074696,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18620410_243764899441011_7504878739467195172_n.jpg?oh=459295c63ec27ea17b206df048d4baa5&oe=5A053A16 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","me flirting with my crush
do yo like tripe tacos?",0,1,0,NA,NA,NA,0.145557655954631,0.018000238188407,58777,4.31704044470002
"150424302108405_199538530530315","https://www.facebook.com/150424302108405_199538530530315","photo","I would be this ripped.","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/199538530530315/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17156175_199538530530315_4429357397040062932_n.jpg?oh=ca4266da5afcbbe472394d994392f299&oe=59F2412D",2017-03-06 14:00:00,2017-03-06,"14:00",13078,742,40600,27111,1360,25322,18,120,108,134,486,112,116,366,4,4,823,0,244,7,732,732,595,1071,1426,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1,0,36,0,0,"native","Bad Hombres",732,0.0270001106561912,0.000147541588285198,0,18.6191176470588,0.153005464480874,108,0.6574,0.0093,0,0.3333,0,0,0.949029308147815,0.050970691852185,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/17156175_199538530530315_4429357397040062932_n.jpg?oh=ca4266da5afcbbe472394d994392f299&oe=59F2412D ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","me if eating tacos gave
you abs",0,1,0,NA,NA,NA,0.153005464480874,0.0270001106561912,27111,18.6191176470588
"150424302108405_247025372448297","https://www.facebook.com/150424302108405_247025372448297","photo",":joy:","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/247025372448297/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18767803_247025372448297_821865890871962399_n.jpg?oh=316b45606b24f8d668ca144fdf4b23c6&oe=59F2F2B2",2017-05-31 18:00:00,2017-05-31,"18:00",132757,309,39413,27256,7319,19959,12,129,35,29,205,36,17,76,1,1,376,0,219,5,270,270,248,596,689,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,3,0,46,0,0,"native","Bad Hombres",270,0.00990607572644555,3.66891693572058e-05,0,2.72701188686979,0.133333333333333,128,0.6172,0.0234,0,0.3594,0,0,0.731688540215558,0.268311459784442,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18767803_247025372448297_821865890871962399_n.jpg?oh=316b45606b24f8d668ca144fdf4b23c6&oe=59F2F2B2 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","me wishing happy birthday
to my dad",0,1,0,NA,NA,NA,0.133333333333333,0.00990607572644555,27256,2.72701188686979
"150424302108405_225533477930820","https://www.facebook.com/150424302108405_225533477930820","photo","Oh hell naaaaahhh!","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/225533477930820/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18010403_225533477930820_4309679873832267983_n.jpg?oh=feac76a9d5e9f9f3ffdf078848139d1e&oe=5A33ADFA",2017-04-17 11:07:00,2017-04-17,"11:07",84692,598,876269,595609,16344,588146,43,442,493,481,9971,526,438,9529,33,143,9455,0,9267,66,10978,10978,10191,18865,24615,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,8,1,229,2,2,"native","Bad Hombres",10978,0.0184315549294923,0.000240090394873147,0,35.9854380812531,0.0479140098378575,423,0.4279,0.0189,0.0024,0.5414,0.0047,0.0047,0.972962331883075,0.027037668116925,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/18010403_225533477930820_4309679873832267983_n.jpg?oh=feac76a9d5e9f9f3ffdf078848139d1e&oe=5A33ADFA ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","me: I'm cool if she's still friends
with her ex
also me:",0,1,0,NA,NA,NA,0.0479140098378575,0.0184315549294923,595609,35.9854380812531
"150424302108405_181413932342775","https://www.facebook.com/150424302108405_181413932342775","photo","""This is how I pregame""","Timeline Photos","https://www.facebook.com/WeAreBadHombres/photos/a.179597812524387.1073741828.150424302108405/181413932342775/?type=3","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16426053_181413932342775_1557997178713426440_n.jpg?oh=61efc60ca259e7d7aadf57de9aeb9dc2&oe=59FA8B16",2017-02-08 14:00:00,2017-02-08,"14:00",141,2,1711,1107,57,1024,12,57,20,16,79,20,4,22,0,0,434,0,13,0,115,115,103,447,483,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,0,11,0,0,"native","Bad Hombres",115,0.103884372177055,0,0,17.9649122807018,0.173913043478261,55,0.8,0,0,0.2,0,0,0.9472710453284,0.0527289546716004,"<img src =' https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/16426053_181413932342775_1557997178713426440_n.jpg?oh=61efc60ca259e7d7aadf57de9aeb9dc2&oe=59FA8B16 ' title="""" alt="""" border=""0"" height=""100"" width=""100"">","me: I don't want to drink tonight
also me:",0,1,0,NA,NA,NA,0.173913043478261,0.103884372177055,1107,17.9649122807018
